Date;Filière;Valeur (TWh);Nature
2023-09;"Thermique fossile";1,433568684663;Données Consolidées
2023-10;"Thermique fossile";1,359774041512;Données Consolidées
2023-11;"Thermique fossile";2,871622476891;Données Consolidées
2023-12;"Thermique fossile";3,335932951395;Données Consolidées
2024-01;"Thermique fossile";4,258375280411;Données Consolidées
2024-02;"Thermique fossile";2,841970893292;Données Consolidées
2024-03;"Thermique fossile";2,54582434885;Données Consolidées
2024-04;"Thermique fossile";0,831978176808;Données Consolidées
2024-05;"Thermique fossile";0,438439700021;Données Consolidées
2024-06;"Thermique fossile";0,523723574037;Données Consolidées
2024-07;"Thermique fossile";0,761456109155;Données Consolidées
2024-08;"Thermique fossile";0,791157136388;Données Consolidées
2024-09;"Thermique fossile";0,870357078949;Données Consolidées
2024-10;"Thermique fossile";0,750835;Données provisoires
1995-01;"Eolien";;Données Consolidées
1995-02;"Eolien";;Données Consolidées
1995-03;"Eolien";;Données Consolidées
1995-04;"Eolien";;Données Consolidées
1995-05;"Eolien";;Données Consolidées
1995-06;"Eolien";;Données Consolidées
1995-07;"Eolien";;Données Consolidées
1995-08;"Eolien";;Données Consolidées
1995-09;"Eolien";;Données Consolidées
1995-10;"Eolien";;Données Consolidées
1995-11;"Eolien";;Données Consolidées
1995-12;"Eolien";;Données Consolidées
1996-01;"Eolien";;Données Consolidées
1996-02;"Eolien";;Données Consolidées
1996-03;"Eolien";;Données Consolidées
1996-04;"Eolien";;Données Consolidées
1996-05;"Eolien";;Données Consolidées
1996-06;"Eolien";;Données Consolidées
1996-07;"Eolien";;Données Consolidées
1996-08;"Eolien";;Données Consolidées
1996-09;"Eolien";;Données Consolidées
1996-10;"Eolien";;Données Consolidées
1996-11;"Eolien";;Données Consolidées
1996-12;"Eolien";;Données Consolidées
1997-01;"Eolien";;Données Consolidées
1997-02;"Eolien";;Données Consolidées
1997-03;"Eolien";;Données Consolidées
1997-04;"Eolien";;Données Consolidées
1997-05;"Eolien";;Données Consolidées
1997-06;"Eolien";;Données Consolidées
1997-07;"Eolien";;Données Consolidées
1997-08;"Eolien";;Données Consolidées
1997-09;"Eolien";;Données Consolidées
1997-10;"Eolien";;Données Consolidées
1997-11;"Eolien";;Données Consolidées
1997-12;"Eolien";;Données Consolidées
1998-01;"Eolien";;Données Consolidées
1998-02;"Eolien";;Données Consolidées
1998-03;"Eolien";;Données Consolidées
1998-04;"Eolien";;Données Consolidées
1998-05;"Eolien";;Données Consolidées
1998-06;"Eolien";;Données Consolidées
1998-07;"Eolien";;Données Consolidées
1998-08;"Eolien";;Données Consolidées
1998-09;"Eolien";;Données Consolidées
1998-10;"Eolien";;Données Consolidées
1998-11;"Eolien";;Données Consolidées
1998-12;"Eolien";;Données Consolidées
1999-01;"Eolien";;Données Consolidées
1999-02;"Eolien";;Données Consolidées
1999-03;"Eolien";;Données Consolidées
1999-04;"Eolien";;Données Consolidées
1999-05;"Eolien";;Données Consolidées
1999-06;"Eolien";;Données Consolidées
1999-07;"Eolien";;Données Consolidées
1999-08;"Eolien";;Données Consolidées
1999-09;"Eolien";;Données Consolidées
1999-10;"Eolien";;Données Consolidées
1999-11;"Eolien";;Données Consolidées
1999-12;"Eolien";;Données Consolidées
2000-01;"Eolien";;Données Consolidées
2000-02;"Eolien";;Données Consolidées
2000-03;"Eolien";;Données Consolidées
2000-04;"Eolien";;Données Consolidées
2000-05;"Eolien";;Données Consolidées
2000-06;"Eolien";;Données Consolidées
2000-07;"Eolien";;Données Consolidées
2000-08;"Eolien";;Données Consolidées
2000-09;"Eolien";;Données Consolidées
2000-10;"Eolien";;Données Consolidées
2000-11;"Eolien";;Données Consolidées
2000-12;"Eolien";;Données Consolidées
2001-01;"Eolien";0,007;Données Consolidées
2001-02;"Eolien";0,011;Données Consolidées
2001-03;"Eolien";0,009;Données Consolidées
2001-04;"Eolien";0,011;Données Consolidées
2001-05;"Eolien";0,01;Données Consolidées
2001-06;"Eolien";0,008;Données Consolidées
2001-07;"Eolien";0,007;Données Consolidées
2001-08;"Eolien";0,011;Données Consolidées
2001-09;"Eolien";0,012;Données Consolidées
2001-10;"Eolien";0,008;Données Consolidées
2001-11;"Eolien";0,015;Données Consolidées
2001-12;"Eolien";0,021;Données Consolidées
2002-01;"Eolien";0,015;Données Consolidées
2002-02;"Eolien";0,022;Données Consolidées
2002-03;"Eolien";0,018;Données Consolidées
2002-04;"Eolien";0,023;Données Consolidées
2002-05;"Eolien";0,024;Données Consolidées
2002-06;"Eolien";0,018;Données Consolidées
2002-07;"Eolien";0,025;Données Consolidées
2002-08;"Eolien";0,021;Données Consolidées
2002-09;"Eolien";0,019;Données Consolidées
2002-10;"Eolien";0,021;Données Consolidées
2002-11;"Eolien";0,033;Données Consolidées
2002-12;"Eolien";0,029;Données Consolidées
2003-01;"Eolien";0,036;Données Consolidées
2003-02;"Eolien";0,03;Données Consolidées
2003-03;"Eolien";0,0273;Données Consolidées
2003-04;"Eolien";0,0305;Données Consolidées
2003-05;"Eolien";0,0355;Données Consolidées
2003-06;"Eolien";0,023;Données Consolidées
2003-07;"Eolien";0,0335;Données Consolidées
2003-08;"Eolien";0,0175;Données Consolidées
2003-09;"Eolien";0,027;Données Consolidées
2003-10;"Eolien";0,0434;Données Consolidées
2003-11;"Eolien";0,036;Données Consolidées
2003-12;"Eolien";0,05;Données Consolidées
2004-01;"Eolien";0,054;Données Consolidées
2004-02;"Eolien";0,047;Données Consolidées
2004-03;"Eolien";0,057;Données Consolidées
2004-04;"Eolien";0,053;Données Consolidées
2004-05;"Eolien";0,037;Données Consolidées
2004-06;"Eolien";0,043;Données Consolidées
2004-07;"Eolien";0,044;Données Consolidées
2004-08;"Eolien";0,04;Données Consolidées
2004-09;"Eolien";0,047;Données Consolidées
2004-10;"Eolien";0,045;Données Consolidées
2004-11;"Eolien";0,062;Données Consolidées
2004-12;"Eolien";0,076;Données Consolidées
2005-01;"Eolien";0,102;Données Consolidées
2005-02;"Eolien";0,082;Données Consolidées
2005-03;"Eolien";0,065;Données Consolidées
2005-04;"Eolien";0,067;Données Consolidées
2005-05;"Eolien";0,069;Données Consolidées
2005-06;"Eolien";0,05;Données Consolidées
2005-07;"Eolien";0,071;Données Consolidées
2005-08;"Eolien";0,073;Données Consolidées
2005-09;"Eolien";0,058;Données Consolidées
2005-10;"Eolien";0,107;Données Consolidées
2005-11;"Eolien";0,107;Données Consolidées
2005-12;"Eolien";0,134;Données Consolidées
2006-01;"Eolien";0,136;Données Consolidées
2006-02;"Eolien";0,144;Données Consolidées
2006-03;"Eolien";0,204;Données Consolidées
2006-04;"Eolien";0,152;Données Consolidées
2006-05;"Eolien";0,175;Données Consolidées
2006-06;"Eolien";0,105;Données Consolidées
2006-07;"Eolien";0,097;Données Consolidées
2006-08;"Eolien";0,201;Données Consolidées
2006-09;"Eolien";0,158;Données Consolidées
2006-10;"Eolien";0,245;Données Consolidées
2006-11;"Eolien";0,308;Données Consolidées
2006-12;"Eolien";0,332;Données Consolidées
2007-01;"Eolien";0,426;Données Consolidées
2007-02;"Eolien";0,354;Données Consolidées
2007-03;"Eolien";0,348;Données Consolidées
2007-04;"Eolien";0,184;Données Consolidées
2007-05;"Eolien";0,353;Données Consolidées
2007-06;"Eolien";0,241;Données Consolidées
2007-07;"Eolien";0,33;Données Consolidées
2007-08;"Eolien";0,278;Données Consolidées
2007-09;"Eolien";0,267;Données Consolidées
2007-10;"Eolien";0,273;Données Consolidées
2007-11;"Eolien";0,43;Données Consolidées
2007-12;"Eolien";0,561;Données Consolidées
2008-01;"Eolien";0,606;Données Consolidées
2008-02;"Eolien";0,432;Données Consolidées
2008-03;"Eolien";0,701;Données Consolidées
2008-04;"Eolien";0,419;Données Consolidées
2008-05;"Eolien";0,283;Données Consolidées
2008-06;"Eolien";0,274;Données Consolidées
2008-07;"Eolien";0,343;Données Consolidées
2008-08;"Eolien";0,393;Données Consolidées
2008-09;"Eolien";0,439;Données Consolidées
2008-10;"Eolien";0,453;Données Consolidées
2008-11;"Eolien";0,608;Données Consolidées
2008-12;"Eolien";0,612;Données Consolidées
2009-01;"Eolien";0,654;Données Consolidées
2009-02;"Eolien";0,507;Données Consolidées
2009-03;"Eolien";0,763;Données Consolidées
2009-04;"Eolien";0,48;Données Consolidées
2009-05;"Eolien";0,554;Données Consolidées
2009-06;"Eolien";0,419;Données Consolidées
2009-07;"Eolien";0,563;Données Consolidées
2009-08;"Eolien";0,363;Données Consolidées
2009-09;"Eolien";0,567;Données Consolidées
2009-10;"Eolien";0,652;Données Consolidées
2009-11;"Eolien";1,345;Données Consolidées
2009-12;"Eolien";0,987;Données Consolidées
2010-01;"Eolien";0,688;Données Consolidées
2010-02;"Eolien";0,98;Données Consolidées
2010-03;"Eolien";1,175;Données Consolidées
2010-04;"Eolien";0,731;Données Consolidées
2010-05;"Eolien";0,743;Données Consolidées
2010-06;"Eolien";0,581;Données Consolidées
2010-07;"Eolien";0,488;Données Consolidées
2010-08;"Eolien";0,684;Données Consolidées
2010-09;"Eolien";0,569;Données Consolidées
2010-10;"Eolien";1,075;Données Consolidées
2010-11;"Eolien";1,01;Données Consolidées
2010-12;"Eolien";1,003;Données Consolidées
2011-01;"Eolien";1,268;Données Consolidées
2011-02;"Eolien";0,9;Données Consolidées
2011-03;"Eolien";1,135;Données Consolidées
2011-04;"Eolien";0,688;Données Consolidées
2011-05;"Eolien";0,749;Données Consolidées
2011-06;"Eolien";0,886;Données Consolidées
2011-07;"Eolien";0,839;Données Consolidées
2011-08;"Eolien";0,687;Données Consolidées
2011-09;"Eolien";0,855;Données Consolidées
2011-10;"Eolien";1,07;Données Consolidées
2011-11;"Eolien";0,945;Données Consolidées
2011-12;"Eolien";2,053;Données Consolidées
2012-01;"Eolien";1,587;Données Consolidées
2012-02;"Eolien";1,123;Données Consolidées
2012-03;"Eolien";0,977;Données Consolidées
2012-04;"Eolien";1,572;Données Consolidées
2012-05;"Eolien";0,974;Données Consolidées
2012-06;"Eolien";0,994;Données Consolidées
2012-07;"Eolien";0,912;Données Consolidées
2012-08;"Eolien";0,907;Données Consolidées
2012-09;"Eolien";0,931;Données Consolidées
2012-10;"Eolien";1,355;Données Consolidées
2012-11;"Eolien";1,309;Données Consolidées
2012-12;"Eolien";2,29;Données Consolidées
2013-01;"Eolien";1,326;Données Consolidées
2013-02;"Eolien";1,463;Données Consolidées
2013-03;"Eolien";1,352;Données Consolidées
2013-04;"Eolien";1,49;Données Consolidées
2013-05;"Eolien";1,155;Données Consolidées
2013-06;"Eolien";1,16;Données Consolidées
2013-07;"Eolien";0,877;Données Consolidées
2013-08;"Eolien";0,739;Données Consolidées
2013-09;"Eolien";0,948;Données Consolidées
2013-10;"Eolien";1,612;Données Consolidées
2013-11;"Eolien";1,809;Données Consolidées
2013-12;"Eolien";2,011;Données Consolidées
2014-01;"Eolien";2,181930765;Données Consolidées
2014-02;"Eolien";2,472573395;Données Consolidées
2014-03;"Eolien";1,282373217;Données Consolidées
2014-04;"Eolien";1,048399965;Données Consolidées
2014-05;"Eolien";1,519585523;Données Consolidées
2014-06;"Eolien";0,955105605;Données Consolidées
2014-07;"Eolien";0,94654156;Données Consolidées
2014-08;"Eolien";0,975654709;Données Consolidées
2014-09;"Eolien";0,723096472;Données Consolidées
2014-10;"Eolien";1,269911121;Données Consolidées
2014-11;"Eolien";1,492060319;Données Consolidées
2014-12;"Eolien";2,106223207;Données Consolidées
2015-01;"Eolien";2,299499355;Données Consolidées
2015-02;"Eolien";1,910273513;Données Consolidées
2015-03;"Eolien";2,005330166;Données Consolidées
2015-04;"Eolien";1,452411474;Données Consolidées
2015-05;"Eolien";1,580470869;Données Consolidées
2015-06;"Eolien";1,254703138;Données Consolidées
2015-07;"Eolien";1,399122421;Données Consolidées
2015-08;"Eolien";1,126091025;Données Consolidées
2015-09;"Eolien";1,674529235;Données Consolidées
2015-10;"Eolien";1,292109478;Données Consolidées
2015-11;"Eolien";2,54487977;Données Consolidées
2015-12;"Eolien";2,572774139;Données Consolidées
2016-01;"Eolien";2,850363945;Données Consolidées
2016-02;"Eolien";2,899854449;Données Consolidées
2016-03;"Eolien";2,453641916;Données Consolidées
2016-04;"Eolien";1,670149414;Données Consolidées
2016-05;"Eolien";1,541870077;Données Consolidées
2016-06;"Eolien";1,071145828;Données Consolidées
2016-07;"Eolien";1,017766236;Données Consolidées
2016-08;"Eolien";1,187715009;Données Consolidées
2016-09;"Eolien";0,990726539;Données Consolidées
2016-10;"Eolien";1,409801363;Données Consolidées
2016-11;"Eolien";2,323655174;Données Consolidées
2016-12;"Eolien";1,529318185;Données Consolidées
2017-01;"Eolien";2,043715104831;Données Consolidées
2017-02;"Eolien";2,534326608499;Données Consolidées
2017-03;"Eolien";2,647432809502;Données Consolidées
2017-04;"Eolien";1,459997116501;Données Consolidées
2017-05;"Eolien";1,494177471334;Données Consolidées
2017-06;"Eolien";1,468629520002;Données Consolidées
2017-07;"Eolien";1,704786485334;Données Consolidées
2017-08;"Eolien";1,232375436663;Données Consolidées
2017-09;"Eolien";1,638291637165;Données Consolidées
2017-10;"Eolien";2,074851764002;Données Consolidées
2017-11;"Eolien";2,315354451667;Données Consolidées
2017-12;"Eolien";3,365612346502;Données Consolidées
2018-01;"Eolien";3,998781846333;Données Consolidées
2018-02;"Eolien";2,778074741002;Données Consolidées
2018-03;"Eolien";3,125905008164;Données Consolidées
2018-04;"Eolien";2,160852737334;Données Consolidées
2018-05;"Eolien";1,598885334834;Données Consolidées
2018-06;"Eolien";1,370421285331;Données Consolidées
2018-07;"Eolien";1,100474301504;Données Consolidées
